,year,month,day,tp,ssr,temp,wind_speed,wind_direct,dvs,wlv,wst,wso,tagp,lai
592,2022,3,14,9.503882465171363e-06,20249079.92088844,287.4180860419433,78.53949134689996,180.07351563856534,0.42,524,109,0,633,0.91
593,2022,3,15,-1.6653345369377348e-16,19538070.312025763,288.9638667981894,104.0704664241457,180.19949051430288,0.43,578,122,0,700,1.0
594,2022,3,16,0.0200925652292291,10924696.76466079,278.59360942765187,263.1436879359176,177.85577617472495,0.44,633,136,0,769,1.09
595,2022,3,17,0.0002457432466037,7765998.757628313,273.9821705321279,168.8714985614538,177.6934270075169,0.44,667,145,0,811,1.14
596,2022,3,18,0.0064164783616011,15971352.201183943,275.5964492928941,63.54228656222791,177.27162077491454,0.45,688,150,0,838,1.18
597,2022,3,19,9.775421964340614e-05,14882578.21654864,275.5449769796884,74.93485730942369,177.9958854152326,0.45,714,156,0,870,1.22
598,2022,3,20,3.665783236613679e-05,17322486.570366148,279.34353032401066,84.54145529124155,180.18904529835248,0.45,738,163,0,901,1.27
599,2022,3,21,1.9007764930509263e-05,13441973.337315029,280.6533532404513,88.04061431673978,177.90903879647294,0.46,780,173,0,952,1.34
600,2022,3,22,-1.6653345369377348e-16,18433736.238685865,282.0457203567466,102.69329015010284,180.5668293354012,0.46,801,178,0,980,1.38
601,2022,3,23,2.4438554910702348e-05,21110935.94524842,284.3738012258689,182.81421171246296,180.3545993038993,0.47,825,184,0,1009,1.42
602,2022,3,24,0.0260066955176623,16882914.06446138,286.9911972352551,82.71190301349623,179.91743602850158,0.47,854,191,0,1045,1.47
603,2022,3,25,0.0999767704429189,4472014.423803119,282.3088584966146,105.84947294961933,183.13481857942568,0.48,902,203,0,1105,1.56
604,2022,3,26,-1.6653345369377348e-16,20311320.275706813,285.52428191341886,55.74324050240591,181.70632371640207,0.49,947,215,0,1162,1.64
605,2022,3,27,6.788487475074823e-06,23165732.10362724,282.7680961168001,46.00510682172773,178.99644224004354,0.5,1032,236,0,1268,1.8
606,2022,3,28,-1.6653345369377348e-16,22211812.22109841,284.398670896396,233.043457785816,180.02154620048412,0.51,1117,257,0,1374,1.96
607,2022,3,29,0.0283256428392059,16534108.742666744,287.0098342866403,41.29511446915559,179.95679081890376,0.51,1212,283,0,1495,2.14
608,2022,3,30,-1.6653345369377348e-16,18546546.88179417,281.29400568219575,163.20934942467505,177.8163004351068,0.52,1295,308,0,1602,2.31
609,2022,3,31,-1.6653345369377348e-16,17427084.944435913,282.4987557608105,105.43631994898097,177.80198541889246,0.53,1353,327,0,1680,2.42
610,2022,4,1,0.0079180917911253,23282000.54422545,283.46256190430626,152.15705796253863,180.1903044417134,0.54,1439,359,0,1798,2.6
611,2022,4,2,0.0011689775432369,21925247.25412215,285.4231006621791,44.67487601609565,180.37664384488284,0.55,1546,400,0,1946,2.81
